,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research_Development,Department_Sales,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
1979,0,31,22,4,2,127420,1.0,11,0,10.0,4,10,0,2,3,4,1.0,2.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.6485749860503944,1.972406636100718,1.322635997822924,-0.6768031377250224,-0.817965733870502,-0.16541221650888138,0.938034090533544,0.48679807154628685,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-1.1477655358826173,1.0722787375213743
4160,1,29,2,4,4,106500,1.0,8,2,1.0,2,1,0,0,1,2,1.0,1.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,-0.8673269233010494,-0.8389620245449556,0.8786109400079998,-0.6768031377250224,-1.5387501676998008,-1.3209842744974998,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,-3.136393570592474,-1.204968430023692,-1.8369261504719565,-2.2006744159071667,-1.113170723274308
1857,0,42,6,4,1,60620,1.0,22,2,12.0,2,12,5,8,4,3,1.0,2.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0.5545606688282085,-0.27668829241582094,-0.09518780055360272,-0.6768031377250224,1.8249105235035938,0.09138157415525602,-0.6175106625481307,0.813291037961017,0.87365320893519,1.0867282297554297,1.6281804499110304,-0.0377479481323154,-1.8369261504719565,-1.1477655358826173,1.0722787375213743
2446,0,35,6,4,1,24380,7.0,16,0,10.0,5,7,6,2,3,3,3.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,-0.21107111154908423,-0.27668829241582094,-0.8643784360800298,1.7286819059626808,0.3833416558449961,-0.16541221650888138,1.7158064670743813,-0.0029413780758083497,1.184830166437283,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,0.04566222675178887,0.9580522241664822,-0.020445992876466822
2255,0,35,4,4,3,48980,2.0,15,2,10.0,2,4,2,3,3,4,1.0,1.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,-0.21107111154908423,-0.5578251584803883,-0.34224571991142866,-0.2758889637770719,0.14308017790189648,-0.16541221650888138,-0.6175106625481307,-0.49268082769790356,-0.05987766357108876,-0.3170813031316719,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-2.2006744159071667,-0.020445992876466822
2437,0,31,1,3,3,20440,0.0,21,0,10.0,2,9,7,8,4,3,2.0,2.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,-0.6485749860503944,-0.9795304575772393,-0.9480045702956513,-1.077717311672973,1.5846490455604942,-0.16541221650888138,-0.6175106625481307,0.3235515883389218,1.496007123939376,1.0867282297554297,1.6281804499110304,-0.0377479481323154,-0.8956319618600838,-1.1477655358826173,1.0722787375213743
1698,0,29,18,3,1,79690,0.0,14,0,6.0,3,5,1,3,3,3,4.0,3.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.8673269233010494,1.4101329039715833,0.3095711790128698,-1.077717311672973,-0.09718130004120312,-0.6789997978371561,0.16026171399270664,-0.3294343444905385,-0.3710546210731817,-0.3170813031316719,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,1.0722787375213743
1587,0,41,9,3,1,168720,2.0,15,1,21.0,2,18,0,11,3,3,1.0,1.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0.44518470020288103,0.14501700668103007,2.199224663585657,-0.2758889637770719,0.14308017790189648,1.2469536321438743,-0.6175106625481307,1.7927699372052073,-0.6822315785752746,1.9290139494876908,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,-2.2006744159071667,1.0722787375213743
1778,0,42,3,3,2,20830,0.0,12,2,21.0,3,20,2,10,3,3,4.0,4.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0.5545606688282085,-0.698393591512672,-0.9397268565027345,-1.077717311672973,-0.5777042559274024,1.2469536321438743,0.16026171399270664,2.1192629036199375,-0.05987766357108876,1.6482520429102705,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,-0.020445992876466822
2659,0,32,1,3,2,136640,3.0,14,0,10.0,6,7,7,7,3,4,2.0,4.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,-0.5391990174250668,-0.9795304575772393,1.518329641850343,0.1250252101708786,-0.09718130004120312,-0.16541221650888138,2.493578843615219,-0.0029413780758083497,1.496007123939376,0.8059663231780094,0.03998910974319561,1.1294725337590612,-0.8956319618600838,0.9580522241664822,1.0722787375213743
2316,0,30,8,3,3,28140,1.0,24,0,10.0,2,10,0,9,4,3,3.0,4.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7579509546757219,0.004448573648746392,-0.7845727851534469,-0.6768031377250224,2.305433479389793,-0.16541221650888138,-0.6175106625481307,0.48679807154628685,-0.6822315785752746,1.36749013633285,1.6281804499110304,-0.0377479481323154,0.04566222675178887,0.9580522241664822,-0.020445992876466822
4011,1,46,22,1,1,59800,4.0,8,1,28.0,2,7,4,3,1,2,3.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0.9920645433295187,1.972406636100718,-0.11259222442588943,0.5259393841188291,-1.5387501676998008,2.1457318994683554,-0.6175106625481307,-0.0029413780758083497,0.5624762514330971,-0.3170813031316719,-3.136393570592474,-1.204968430023692,0.04566222675178887,-2.2006744159071667,-2.205895453672149
465,0,26,1,4,2,143360,1.0,21,1,8.0,3,8,0,7,4,4,2.0,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,-1.1954548291770322,-0.9795304575772393,1.6609610179744487,-0.6768031377250224,1.5846490455604942,-0.42220600717301876,0.16026171399270664,0.1603051051315567,-0.6822315785752746,0.8059663231780094,1.6281804499110304,1.1294725337590612,-0.8956319618600838,0.9580522241664822,1.0722787375213743
41,0,58,2,3,2,39680,2.0,13,2,12.0,3,5,1,2,3,4,4.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,2.3045761668334492,-0.8389620245449556,-0.5396373565117535,-0.2758889637770719,-0.3374427779843027,0.09138157415525602,0.16026171399270664,-0.3294343444905385,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,1.1294725337590612,0.9869564153636615,-0.0948566558580675,-0.020445992876466822
3719,1,29,4,5,1,27230,6.0,8,1,3.0,2,0,0,0,2,4,3.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8673269233010494,-0.5578251584803883,-0.8038874506702528,1.32776773201473,-1.5387501676998008,-1.0641904838333622,-0.6175106625481307,-1.1456667605273638,-0.6822315785752746,-1.1593670228639328,-1.5482022304246392,1.1294725337590612,0.04566222675178887,-1.1477655358826173,-1.113170723274308
402,0,59,4,3,2,56740,3.0,12,0,14.0,6,6,0,4,3,4,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,2.4139521354587767,-0.5578251584803883,-0.1775404403395447,0.1250252101708786,-0.5777042559274024,0.34817536481939343,2.493578843615219,-0.16618786128317342,-0.6822315785752746,-0.03631939655425154,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
1527,0,49,7,3,2,190330,2.0,18,1,7.0,5,4,0,2,3,2,3.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1.3201924492055013,-0.13611985938353727,2.6578949073418956,-0.2758889637770719,0.8638646117311953,-0.5506029025050875,1.7158064670743813,-0.49268082769790356,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,-1.204968430023692,0.04566222675178887,0.9580522241664822,-0.020445992876466822
4099,1,35,2,4,2,108830,3.0,8,0,8.0,3,1,0,1,1,3,2.0,3.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,-0.21107111154908423,-0.8389620245449556,0.9280649736938876,0.1250252101708786,-1.5387501676998008,-0.42220600717301876,0.16026171399270664,-0.9824202773199988,-0.6822315785752746,-0.8786051162865125,-3.136393570592474,-0.0377479481323154,-0.8956319618600838,-0.0948566558580675,-0.020445992876466822
1021,0,36,20,1,4,170070,9.0,12,1,6.0,2,1,0,0,3,3,3.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.1016951429237567,1.6912697700361505,2.227878288253446,2.5305102538585817,-0.5777042559274024,-0.6789997978371561,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
3998,1,31,4,1,1,71040,1.0,12,1,3.0,3,3,2,2,1,3,1.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,-0.6485749860503944,-0.5578251584803883,0.1259757320674064,-0.6768031377250224,-0.5777042559274024,-1.0641904838333622,0.16026171399270664,-0.6559273109052687,-0.05987766357108876,-0.5978432097090922,-3.136393570592474,-0.0377479481323154,-1.8369261504719565,0.9580522241664822,1.0722787375213743
253,0,36,6,2,5,116310,1.0,18,1,10.0,2,10,0,9,3,4,4.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1016951429237567,-0.27668829241582094,1.0868272792606004,-0.6768031377250224,0.8638646117311953,-0.16541221650888138,-0.6175106625481307,0.48679807154628685,-0.6822315785752746,1.36749013633285,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
1586,0,33,1,3,2,21760,1.0,14,1,6.0,2,6,1,2,3,3,4.0,3.0,3.0,1,0,0,1,1,0,0,0,0,0,0,0,-0.4298230487997393,-0.9795304575772393,-0.919987692842702,-0.6768031377250224,-0.09718130004120312,-0.6789997978371561,-0.6175106625481307,-0.16618786128317342,-0.3710546210731817,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-0.0948566558580675,-0.020445992876466822
3667,1,24,32,2,1,104220,1.0,12,1,6.0,0,5,1,4,3,2,2.0,3.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,-1.4142067664276872,3.3780909664235548,0.8302181516801782,-0.6768031377250224,-0.5777042559274024,-0.6789997978371561,-2.1730554156298054,-0.3294343444905385,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,-1.204968430023692,-0.8956319618600838,-0.0948566558580675,-2.205895453672149
4187,1,20,2,2,2,63970,1.0,12,1,1.0,3,1,0,0,3,1,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,-1.8517106409289974,-0.8389620245449556,-0.024084361563163136,-0.6768031377250224,-0.5777042559274024,-1.3209842744974998,0.16026171399270664,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-2.3721889119150683,-1.8369261504719565,-2.2006744159071667,-2.205895453672149
2821,0,54,18,3,1,136030,8.0,13,1,22.0,2,10,0,8,3,1,3.0,2.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0,1.867072292332139,1.4101329039715833,1.5053824484819345,2.1295960799106313,-0.3374427779843027,1.375350527475943,-0.6175106625481307,0.48679807154628685,-0.6822315785752746,1.0867282297554297,0.03998910974319561,-2.3721889119150683,0.04566222675178887,-1.1477655358826173,1.0722787375213743
4117,1,18,1,4,1,23350,1.0,9,2,0.0,3,0,0,0,2,1,2.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,-2.0704625781796526,-0.9795304575772393,-0.8862400904561948,-0.6768031377250224,-1.2984886897567012,-1.4493811698295684,0.16026171399270664,-1.1456667605273638,-0.6822315785752746,-1.1593670228639328,-1.5482022304246392,-2.3721889119150683,-0.8956319618600838,-2.2006744159071667,-1.113170723274308
2509,0,47,1,3,2,68340,3.0,16,1,5.0,2,0,0,0,3,2,4.0,4.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,1.1014405119548463,-0.9795304575772393,0.06866848273182821,0.1250252101708786,0.3833416558449961,-0.8073966931692249,-0.6175106625481307,-1.1456667605273638,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-1.204968430023692,0.9869564153636615,0.9580522241664822,1.0722787375213743
3090,0,30,1,2,3,102210,0.0,19,1,6.0,2,5,1,3,3,3,2.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.7579509546757219,-0.9795304575772393,0.7875560882859145,-1.077717311672973,1.104126089674295,-0.6789997978371561,-0.6175106625481307,-0.3294343444905385,-0.3710546210731817,-0.3170813031316719,0.03998910974319561,-0.0377479481323154,-0.8956319618600838,0.9580522241664822,-0.020445992876466822
3022,0,34,1,2,2,86210,1.0,17,1,5.0,1,5,0,0,3,4,4.0,2.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,-0.32044708017441176,-0.9795304575772393,0.44795757370471045,-0.6768031377250224,0.6236031337880957,-0.8073966931692249,-1.3952830390889681,-0.3294343444905385,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,1.1294725337590612,0.9869564153636615,-1.1477655358826173,1.0722787375213743
604,0,58,18,3,2,24500,3.0,12,1,32.0,2,9,1,5,3,4,4.0,4.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0,2.3045761668334492,1.4101329039715833,-0.8618314472206707,0.1250252101708786,-0.5777042559274024,2.65931948079663,-0.6175106625481307,0.3235515883389218,-0.3710546210731817,0.24444251002316877,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,1.0722787375213743
3884,1,44,1,2,2,103330,3.0,13,1,19.0,2,1,0,0,1,2,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0.7733126060788637,-0.9795304575772393,0.8113279843065987,0.1250252101708786,-0.3374427779843027,0.9901598414797369,-0.6175106625481307,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,-3.136393570592474,-1.204968430023692,-1.8369261504719565,-2.2006744159071667,-2.205895453672149
2217,0,27,4,4,4,44000,9.0,17,1,6.0,3,2,2,2,3,3,1.0,4.0,4.0,0,1,0,1,0,0,0,1,0,0,0,0,-1.0860788605517047,-0.5578251584803883,-0.4479457575748284,2.5305102538585817,0.6236031337880957,-0.6789997978371561,0.16026171399270664,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,0.9580522241664822,1.0722787375213743
3996,1,40,10,1,1,59850,2.0,10,3,9.0,1,5,1,0,3,2,2.0,3.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0.3358087315775535,0.28558543971331374,-0.11153097906782317,-0.2758889637770719,-1.0582272118136016,-0.2938091118409501,-1.3952830390889681,-0.3294343444905385,-0.3710546210731817,-1.1593670228639328,0.03998910974319561,-1.204968430023692,-0.8956319618600838,-0.0948566558580675,-1.113170723274308
2743,0,22,2,2,1,11020,6.0,19,0,4.0,3,2,2,2,3,4,3.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,-1.6329587036783422,-0.8389620245449556,-1.1479431957553352,1.32776773201473,1.104126089674295,-0.9357935885012936,0.16026171399270664,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,1.1294725337590612,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
1175,0,36,13,4,1,67350,8.0,25,2,16.0,3,13,3,7,4,4,3.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,-0.1016951429237567,0.7072907388101647,0.047655824642116214,2.1295960799106313,2.5456949573328926,0.6049691554835308,0.16026171399270664,0.9765375211683821,0.2512992939310042,0.8059663231780094,1.6281804499110304,1.1294725337590612,0.04566222675178887,0.9580522241664822,-0.020445992876466822
1827,0,30,2,3,3,51210,7.0,13,0,8.0,4,3,0,2,3,4,4.0,2.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,-0.7579509546757219,-0.8389620245449556,-0.2949141769416733,1.7286819059626808,-0.3374427779843027,-0.42220600717301876,0.938034090533544,-0.6559273109052687,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,1.1294725337590612,0.9869564153636615,-1.1477655358826173,1.0722787375213743
2971,0,46,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,3,4,4.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0.9920645433295187,-0.9795304575772393,-0.8851788450981286,-0.2758889637770719,-0.3374427779843027,1.8889381088042179,-0.6175106625481307,0.650044554753652,-0.6822315785752746,1.0867282297554297,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
1407,0,44,2,2,1,40110,4.0,14,1,26.0,2,2,0,1,3,4,2.0,4.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0.7733126060788637,-0.8389620245449556,-0.5305106464323837,0.5259393841188291,-0.09718130004120312,1.8889381088042179,-0.6175106625481307,-0.8191737941126337,-0.6822315785752746,-0.8786051162865125,0.03998910974319561,1.1294725337590612,-0.8956319618600838,0.9580522241664822,1.0722787375213743
2209,0,26,9,4,2,92780,0.0,20,0,5.0,3,4,0,0,4,3,1.0,4.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,-1.1954548291770322,0.14501700668103007,0.5874052137546173,-1.077717311672973,1.3443875676173946,-0.8073966931692249,0.16026171399270664,-0.49268082769790356,-0.6822315785752746,-1.1593670228639328,1.6281804499110304,-0.0377479481323154,-1.8369261504719565,0.9580522241664822,-0.020445992876466822
314,0,42,14,1,2,199990,2.0,23,1,17.0,6,5,1,3,4,4,3.0,2.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0.5545606688282085,0.8478591718424484,2.8629275105202976,-0.2758889637770719,2.0651720014466934,0.7333660508155996,2.493578843615219,-0.3294343444905385,-0.3710546210731817,-0.3170813031316719,1.6281804499110304,1.1294725337590612,0.04566222675178887,-1.1477655358826173,-0.020445992876466822
3580,0,45,19,2,2,54760,4.0,18,1,9.0,3,5,0,3,3,3,3.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0.8826885747041912,1.550701337003867,-0.2195657565189687,0.5259393841188291,0.8638646117311953,-0.2938091118409501,0.16026171399270664,-0.3294343444905385,-0.6822315785752746,-0.3170813031316719,0.03998910974319561,-0.0377479481323154,0.04566222675178887,-0.0948566558580675,-1.113170723274308
560,0,40,1,1,1,42860,9.0,15,0,6.0,6,4,0,0,3,1,3.0,4.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0.3358087315775535,-0.9795304575772393,-0.4721421517387392,2.5305102538585817,0.14308017790189648,-0.6789997978371561,2.493578843615219,-0.49268082769790356,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-2.3721889119150683,0.04566222675178887,0.9580522241664822,-0.020445992876466822
2497,0,45,2,1,1,171740,9.0,14,1,12.0,6,10,9,8,3,3,4.0,4.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0.8826885747041912,-0.8389620245449556,2.2633238832128595,2.5305102538585817,-0.09718130004120312,0.09138157415525602,2.493578843615219,0.48679807154628685,2.118361038943562,1.0867282297554297,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,1.0722787375213743
4019,1,24,4,3,2,76540,2.0,13,1,4.0,3,0,0,0,2,2,4.0,2.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,-1.4142067664276872,-0.5578251584803883,0.24271272145469527,-0.2758889637770719,-0.3374427779843027,-0.9357935885012936,0.16026171399270664,-1.1456667605273638,-0.6822315785752746,-1.1593670228639328,-1.5482022304246392,-1.204968430023692,0.9869564153636615,-1.1477655358826173,-1.113170723274308
3006,0,40,3,3,2,94340,1.0,13,1,9.0,3,9,8,8,3,4,3.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0.3358087315775535,-0.698393591512672,0.6205160689262847,-0.6768031377250224,-0.3374427779843027,-0.2938091118409501,0.16026171399270664,0.3235515883389218,1.807184081441469,1.0867282297554297,0.03998910974319561,1.1294725337590612,0.04566222675178887,0.9580522241664822,-0.020445992876466822
406,0,28,8,3,2,52100,1.0,15,0,1.0,1,1,0,0,3,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,-0.976702891926377,0.004448573648746392,-0.27602400956809386,-0.6768031377250224,0.14308017790189648,-1.3209842744974998,-1.3952830390889681,-0.9824202773199988,-0.6822315785752746,-1.1593670228639328,0.03998910974319561,-0.0377479481323154,0.04566222675178887,0.9580522241664822,-0.020445992876466822
547,0,58,22,3,2,21870,1.0,18,1,2.0,1,2,2,2,3,4,2.0,4.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,2.3045761668334492,1.972406636100718,-0.9176529530549562,-0.6768031377250224,0.8638646117311953,-1.192587379165431,-1.3952830390889681,-0.8191737941126337,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,1.1294725337590612,-0.8956319618600838,0.9580522241664822,1.0722787375213743
610,0,27,9,4,4,66320,0.0,16,0,6.0,3,5,1,4,3,4,1.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,-1.0860788605517047,0.14501700668103007,0.025794170265951204,-1.077717311672973,0.3833416558449961,-0.6789997978371561,0.16026171399270664,-0.3294343444905385,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,1.1294725337590612,-1.8369261504719565,-2.2006744159071667,1.0722787375213743
2249,0,30,1,4,1,20330,1.0,14,1,12.0,3,12,3,7,3,4,4.0,2.0,4.0,1,0,1,0,0,0,0,0,0,1,0,0,-0.7579509546757219,-0.9795304575772393,-0.9503393100833971,-0.6768031377250224,-0.09718130004120312,0.09138157415525602,0.16026171399270664,0.813291037961017,0.2512992939310042,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,-1.1477655358826173,1.0722787375213743
1324,0,43,22,4,2,39770,4.0,18,1,8.0,3,5,0,2,3,2,1.0,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,0.663936637453536,1.972406636100718,-0.5377271148672342,0.5259393841188291,0.8638646117311953,-0.42220600717301876,0.16026171399270664,-0.3294343444905385,-0.6822315785752746,-0.5978432097090922,0.03998910974319561,-1.204968430023692,-1.8369261504719565,-1.1477655358826173,-1.113170723274308
1472,0,54,14,4,2,49630,9.0,15,1,9.0,2,5,1,4,3,3,4.0,2.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1.867072292332139,0.8478591718424484,-0.32844953025656726,2.5305102538585817,0.14308017790189648,-0.2938091118409501,-0.6175106625481307,-0.3294343444905385,-0.3710546210731817,-0.03631939655425154,0.03998910974319561,-0.0377479481323154,0.9869564153636615,-1.1477655358826173,-0.020445992876466822
2803,0,39,1,1,2,23400,0.0,11,1,9.0,2,8,0,7,3,3,4.0,4.0,4.0,0,1,0,1,0,0,0,0,0,1,0,0,0.22643276295222592,-0.9795304575772393,-0.8851788450981286,-1.077717311672973,-0.817965733870502,-0.2938091118409501,-0.6175106625481307,0.1603051051315567,-0.6822315785752746,0.8059663231780094,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,1.0722787375213743
897,0,33,1,3,5,12230,1.0,13,1,10.0,3,10,0,9,3,4,4.0,2.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,-0.4298230487997393,-0.9795304575772393,-1.1222610580901315,-0.6768031377250224,-0.3374427779843027,-0.16541221650888138,0.16026171399270664,0.48679807154628685,-0.6822315785752746,1.36749013633285,0.03998910974319561,1.1294725337590612,0.9869564153636615,-1.1477655358826173,-0.020445992876466822
3510,0,30,7,3,1,92500,1.0,14,3,11.0,0,11,2,7,3,4,4.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,-0.7579509546757219,-0.13611985938353727,0.5814622397494462,-0.6768031377250224,-0.09718130004120312,-0.03701532117681268,-2.1730554156298054,0.650044554753652,-0.05987766357108876,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
2334,0,30,1,3,3,103060,5.0,13,0,8.0,5,3,2,2,3,3,1.0,4.0,4.0,0,1,1,0,0,0,0,0,0,0,1,0,-0.7579509546757219,-0.9795304575772393,0.8055972593730409,0.9268535580667796,-0.3374427779843027,-0.42220600717301876,1.7158064670743813,-0.6559273109052687,-0.05987766357108876,-0.5978432097090922,0.03998910974319561,-0.0377479481323154,-1.8369261504719565,0.9580522241664822,1.0722787375213743
51,0,32,1,3,3,26620,1.0,11,1,13.0,6,13,11,9,3,4,2.0,2.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,-0.5391990174250668,-0.9795304575772393,-0.8168346440386612,-0.6768031377250224,-0.817965733870502,0.21977846948732474,2.493578843615219,0.9765375211683821,2.740714953947748,1.36749013633285,0.03998910974319561,1.1294725337590612,-0.8956319618600838,-1.1477655358826173,1.0722787375213743
2994,0,46,3,3,1,26190,6.0,12,1,10.0,3,7,5,7,3,4,3.0,4.0,4.0,0,1,0,1,0,0,0,0,0,1,0,0,0.9920645433295187,-0.698393591512672,-0.8259613541180311,1.32776773201473,-0.5777042559274024,-0.16541221650888138,0.16026171399270664,-0.0029413780758083497,0.87365320893519,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.04566222675178887,0.9580522241664822,1.0722787375213743
1325,0,25,6,2,1,86330,1.0,19,1,5.0,2,5,1,3,3,4,4.0,4.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,-1.3048307978023597,-0.27668829241582094,0.45050456256406946,-0.6768031377250224,1.104126089674295,-0.8073966931692249,-0.6175106625481307,-0.3294343444905385,-0.3710546210731817,-0.3170813031316719,0.03998910974319561,1.1294725337590612,0.9869564153636615,0.9580522241664822,-0.020445992876466822
3220,0,34,6,2,1,21770,1.0,13,0,10.0,5,10,8,7,3,4,4.0,3.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,-0.32044708017441176,-0.27668829241582094,-0.9197754437710887,-0.6768031377250224,-0.3374427779843027,-0.16541221650888138,1.7158064670743813,0.48679807154628685,1.807184081441469,0.8059663231780094,0.03998910974319561,1.1294725337590612,0.9869564153636615,-0.0948566558580675,1.0722787375213743
2953,0,31,17,3,2,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,4.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,-0.6485749860503944,1.2695644709392995,0.7364040620271206,-0.6768031377250224,-0.5777042559274024,-0.6789997978371561,-1.3952830390889681,-0.16618786128317342,-0.6822315785752746,-0.8786051162865125,0.03998910974319561,-0.0377479481323154,0.04566222675178887,0.9580522241664822,1.0722787375213743
2023,0,45,15,4,1,71190,4.0,15,0,9.0,2,5,0,3,3,3,4.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0.8826885747041912,0.988427604874732,0.12915946814160517,0.5259393841188291,0.14308017790189648,-0.2938091118409501,-0.6175106625481307,-0.3294343444905385,-0.6822315785752746,-0.3170813031316719,0.03998910974319561,-0.0377479481323154,0.9869564153636615,0.9580522241664822,-0.020445992876466822
