,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
3316,1,26,23,2,4,53395,1.0,6,1,2.5130601248884954,1,2,1,2,3,1,2.2565300624442477,1.7434699375557523,1.0
3317,1,58,1,4,2,10090,7.0,11,2,31.0,3,10,5,9,1,2,2.3083492029481487,3.0,2.3083492029481487
3318,1,38,15,3,2,44923,5.59429289827922,10,1,13.415218937922079,2,1,0,0,1,1,1.1980976327597401,3.0,1.8019023672402599
3319,1,34,8,3,2,30654,3.2613210182864396,13,0,10.045284073145758,3,8,6,3,1,2,2.0,2.43466974542839,1.56533025457161
3320,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,2,2,2.463932486688336,2.463932486688336,2.463932486688336
3321,1,35,11,3,2,173990,6.0,7,0,7.0,3,2,2,2,1,2,1.0559893407369259,2.027994670368463,1.0
3322,1,41,5,1,2,47923,3.5658909092141338,10,1,9.042636363482334,2,6,4,5,1,2,1.3914727273035334,3.217054545392933,1.6085272726964666
3323,1,28,19,2,1,35978,1.6990127441736376,14,2,4.145557348781369,1,2,0,1,3,2,1.3495063720868188,3.0,1.6504936279131812
3324,1,40,19,1,1,28129,0.8859042151120666,3,0,7.771808430224134,3,7,6,6,2,2,1.0,4.0,2.885904215112067
3325,1,32,1,1,2,27410,7.0,4,0,7.0,3,2,2,2,1,2,2.8487531712650656,2.8487531712650656,2.8487531712650656
3326,1,31,2,3,1,22764,2.3240492101462946,10,0,8.830387809170997,4,7,3,4,2,1,1.774683070048765,2.774683070048765,2.45063385990247
3327,1,24,2,3,2,39190,1.0,14,0,6.0,3,6,1,2,3,3,1.0,3.749033338659702,1.749033338659702
3328,1,38,11,4,3,66894,7.0,8,0,8.0,3,2,1,2,2,2,3.7012321156822754,2.1493839421588623,1.0
3329,1,32,17,3,3,53584,1.0,10,1,2.6836683648475748,1,2,0,1,3,2,2.12244557656505,1.0,1.438777211717475
3330,1,39,12,3,2,74709,2.383045443128168,11,1,15.10235450663577,2,5,0,4,1,3,1.4766090886256336,1.5233909113743664,2.4298272658769005
3331,1,32,12,3,2,165980,1.0,10,0,10.0,2,10,6,7,1,2,3.6556933843923476,3.0,3.770462256261565
3332,1,33,13,4,1,71400,5.0,16,0,8.0,2,5,0,4,4,1,3.860139693349435,3.72027938669887,2.72027938669887
3333,1,34,2,2,2,33543,5.831557090374549,17,0,13.228143032084837,3,2,1,2,3,3,3.0,1.2771856967915163,1.0
3334,1,36,11,4,2,30668,5.270673447600006,13,0,16.12031129529998,3,13,10,6,1,2,2.0,1.9323316380999984,2.0
3335,1,40,10,1,1,59850,2.0,10,3,9.0,1,5,1,0,1,3,3.2921649027702315,3.1235052916893062,2.4156701944595373
3336,1,18,1,4,1,23350,1.0,8,2,0.0,3,0,0,0,2,1,1.543538217342646,1.9129235653147079,2.0
3337,1,18,1,4,1,23350,1.0,9,2,0.0,3,0,0,0,1,1,1.9182746542532216,1.0817253457467784,1.9182746542532216
3338,1,30,19,2,1,36037,1.916601283057313,12,2,5.124705773757908,1,2,0,1,3,1,2.5416993584713437,3.4583006415286563,1.0
3339,1,32,5,2,1,27420,1.0,10,1,1.0,3,1,0,0,2,1,1.5153037128699531,2.9693925742600937,1.4846962871300469
3340,1,47,18,3,1,173397,4.3315490803265515,7,1,17.844930977877414,1,2,2,0,2,3,3.1657745401632758,3.6684509196734485,1.3315490803265515
3341,1,30,11,3,1,55649,5.162905558999153,8,0,8.054301852999718,3,5,0,4,3,2,2.0,2.8913962940005646,1.9456981470002823
3342,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,2,2,2.150024628519338,2.150024628519338,2.150024628519338
3343,1,30,2,3,2,40000,4.0,4,0,7.0,5,5,0,1,1,1,1.3309776626708918,2.669022337329108,2.330977662670892
3344,1,35,10,2,1,36900,1.0,6,1,10.0,2,10,7,8,3,2,1.5377044389993928,1.9245911220012144,2.0754088779987856
3345,1,29,17,3,1,56795,4.1764689168309825,10,1,7.882358791091559,3,2,1,1,1,2,4.0,2.176468916830983,2.176468916830983
3346,1,32,6,3,1,96020,1.0,6,1,10.0,3,10,1,1,2,3,1.6509734671509542,1.3490265328490458,2.349026532849046
3347,1,28,2,4,3,20750,7.0,9,3,10.0,0,7,3,7,2,2,2.3637043917792835,2.4545681305930946,1.5454318694069054
3348,1,24,7,2,2,20070,1.0,10,0,1.0,2,1,0,0,1,1,4.0,2.9377268941181143,1.0
3349,1,36,4,4,1,65998,5.5375079463109955,13,0,14.824962917215355,3,2,0,1,2,3,3.4874973512296683,1.0,2.4874973512296683
3350,1,44,6,2,2,45643,2.548771062137284,10,0,9.29113850704173,2,5,0,1,1,1,3.1935963827671605,2.612807234465679,3.0
3351,1,27,32,3,2,22930,0.0,10,0,5.0,0,4,0,2,2,3,2.081520244806084,1.459239877596958,1.9184797551939161
3352,1,21,1,3,1,57769,1.0519565775542685,12,0,1.2078263102170737,2,0,0,0,2,1,1.0,3.896086844891463,1.9480434224457315
3353,1,30,12,2,1,52860,1.0,11,0,1.786278199384033,3,1,1,1,3,2,1.213721800615967,3.0,1.786278199384033
3354,1,34,9,3,3,67334,7.0,17,0,16.208182692815846,2,9,7,6,3,1,1.7986362178640256,1.7986362178640256,1.7986362178640256
3355,1,26,12,4,1,27188,4.706895825559807,6,0,2.4827583302239224,2,0,0,0,2,3,3.0,2.2586208348880388,2.0
3356,1,52,8,1,2,47740,2.0,12,1,11.0,2,8,7,7,1,1,1.0,2.8352936465677043,2.0
3357,1,39,12,4,4,66960,7.0,6,0,8.0,3,2,2,2,2,3,3.3302150648714974,3.339569870257005,2.339569870257005
3358,1,33,13,4,1,71400,5.0,13,0,8.0,2,5,0,4,4,2,3.243248494311365,2.48649698862273,1.48649698862273
3359,1,35,1,2,1,67960,0.0,7,0,5.0,2,4,3,2,2,2,2.9612282809921253,2.0,2.0
3360,1,51,9,4,2,40923,7.795118725849288,19,0,13.18047490339715,2,8,7,7,2,2,3.5902374516985747,4.0,3.0
3361,1,32,9,1,1,27412,1.0,8,1,1.0,4,1,0,0,1,2,1.1221699218479593,3.8778300781520407,1.8778300781520407
3362,1,30,12,3,1,49483,0.8795818549515292,4,1,1.6020907252423537,2,1,0,0,2,2,2.879581854951529,2.879581854951529,2.0
3363,1,30,10,3,1,191185,0.2588431499079862,1,0,4.647107874769965,2,3,1,2,1,3,1.129421574953993,1.129421574953993,2.0
3364,1,34,8,3,1,56170,8.0,16,1,9.0,3,5,0,4,3,2,2.761203788618461,1.7612037886184608,1.7612037886184608
3365,1,31,20,3,1,23133,4.609914753447905,7,1,10.609914753447905,0,9,2,3,2,2,2.451239344180988,2.0,1.548760655819012
3366,1,19,9,3,2,34640,1.0,11,0,1.9699793122817502,3,1,0,1,2,2,1.0300206877182498,2.0,1.0
3367,1,43,6,2,3,45497,2.5959126658300677,8,1,6.227987523690009,2,5,0,2,1,3,2.0,3.2279875236900097,1.2279875236900097
3368,1,30,14,3,2,49502,1.0,4,1,1.2445067910300383,3,1,0,0,2,3,2.9728325787744403,2.9728325787744403,2.0271674212255597
3369,1,33,18,2,1,84744,2.195613773781476,8,0,7.869590817479016,2,3,0,2,2,2,2.0,3.065204591260492,1.0
3370,1,32,11,1,1,27410,1.0,10,1,1.0,5,1,0,1,1,1,1.5360686231876672,3.463931376812333,2.0
3371,1,44,1,1,1,57631,1.0,6,1,9.182981852754041,3,9,8,8,3,1,1.9092202058615602,2.1815595882768797,2.0
3372,1,26,6,2,1,53853,4.232210787716285,9,1,2.0774035959054284,2,1,0,0,2,2,1.5387017979527142,4.0,2.0774035959054284
3373,1,31,18,2,2,36915,1.0,8,0,3.5065624758971294,4,3,2,0,2,2,2.0043749839314193,1.4978125080342903,1.4978125080342903
3374,1,27,11,2,1,58089,1.8945263000433694,13,0,4.578105200173478,2,0,0,0,2,1,1.0,2.210947399913261,1.1054736999566306
3375,1,28,1,3,2,17060,7.0,6,0,8.0,3,0,0,0,3,1,3.0,2.313560209448588,1.343219895275706
3376,1,22,22,3,1,26550,0.8894841969988727,14,0,1.8894841969988727,4,0,0,0,2,2,3.8221031606002254,4.0,1.0
3377,1,23,10,2,2,158573,1.0,9,1,5.337059947447064,3,5,4,2,1,2,3.0,2.1412600225226868,2.3804200075075626
3378,1,46,7,3,3,14502,1.0,4,1,27.839072571282532,2,27,4,9,2,2,3.0,3.2243881490746724,1.7756118509253276
3379,1,33,11,3,3,67289,7.0,18,0,15.213140076595131,2,7,7,6,2,2,2.0,2.0,2.0
3380,1,48,12,2,1,63470,2.0,2,1,19.0,3,9,7,7,2,2,2.0,2.592467081744622,1.4075329182553782
3381,1,31,19,3,1,36072,2.0466592623894826,13,2,5.709966680752672,1,2,0,1,3,1,1.5233296311947413,3.5233296311947413,1.4766703688052587
3382,1,31,8,1,1,135064,5.148551832338303,17,1,9.851448167661697,2,5,0,5,2,3,1.2871379580845757,2.7128620419154243,1.0
3383,1,28,4,2,1,109335,4.964272095169196,11,1,8.928544190338393,2,7,0,5,1,2,1.0,2.5857088380676787,1.0
3384,1,21,1,3,3,61691,1.0,3,1,1.0,2,1,1,0,2,2,1.5775933658811576,3.4224066341188424,2.1551867317623152
3385,1,25,19,4,2,198590,3.0,13,0,6.0,3,3,2,2,2,3,1.3654175824496964,2.0,1.0
3386,1,45,2,3,2,159505,2.595828319231788,6,0,5.606257521152318,3,1,1,0,1,2,1.4041716807682119,3.393742478847682,1.202085840384106
3387,1,38,2,3,2,45783,5.832236218700361,14,0,14.288649601425993,4,0,0,0,2,2,2.395970472662455,1.6040295273375451,1.3959704726624549
3388,1,28,29,3,1,22923,0.0,10,0,6.443468837080266,0,5,1,3,2,3,2.9150900684070433,1.0849099315929567,1.0849099315929567
3389,1,44,7,2,3,45580,1.0,8,1,6.0,2,6,0,2,2,2,2.0,3.0,2.06605773449228
3390,1,38,2,3,2,67507,7.0,10,0,20.052271062987913,2,16,10,5,3,2,3.157954822835348,2.0,2.315909645670696
3391,1,56,12,4,2,40780,8.0,20,1,14.0,3,10,9,8,3,2,2.608201763662395,3.3041008818311974,1.608201763662395
3392,1,31,2,3,2,25720,1.0,12,3,10.0,3,10,4,7,1,3,1.0,2.586522700876509,2.0
3393,1,45,2,3,1,43822,1.6832383229324734,11,1,20.186088634958274,1,13,4,1,2,3,3.6832383229324734,2.3167616770675266,1.3167616770675266
3394,1,23,15,3,2,160537,1.285641486002494,10,0,1.5712829720049881,3,0,0,0,1,2,2.857179256998753,2.857179256998753,2.7143585139975057
3395,1,31,11,3,1,191560,0.8447107071081028,6,0,5.3139944332792695,2,3,1,2,2,2,3.812286509531533,3.9061432547657664,1.0938567452342336
3396,1,29,8,1,1,21800,1.0,18,0,4.0,2,4,0,1,2,3,1.2769044873778088,3.4461910252443824,1.2769044873778088
3397,1,39,1,3,2,67550,7.0,9,1,21.0,2,18,11,5,3,1,1.0329570545695559,1.0164785272847778,1.0164785272847778
3398,1,26,4,2,2,68479,1.7185769439024832,5,0,5.562846112195034,4,3,0,2,2,2,4.0,2.1407115280487585,1.1407115280487585
3399,1,19,12,2,2,41870,0.0,18,1,1.0,4,0,0,0,3,2,1.79798433159751,3.0,3.0
3400,1,32,6,3,2,30597,1.7368993569521045,13,0,3.947597427808418,3,3,2,1,2,2,2.815775160761974,2.815775160761974,2.815775160761974
3401,1,26,1,1,1,109268,1.2120205799842592,5,0,1.7420720299449073,3,1,0,0,3,2,2.0,2.0,1.1060102899921296
3402,1,27,10,2,2,19713,1.0,14,0,4.1113670290753435,2,4,2,2,2,1,2.962877656974886,2.6542925523249616,1.0
3403,1,41,2,3,1,43816,1.8478957167777272,11,1,15.411024213445913,1,6,2,0,2,3,3.8478957167777272,2.1521042832222728,1.1521042832222728
3404,1,42,3,2,2,25759,5.477412653053208,10,1,10.0,1,8,5,7,1,1,2.119353163263302,1.559676581631651,2.0
3405,1,27,33,3,1,22983,0.384701974930198,10,0,5.769403949860396,0,5,0,3,1,2,2.154105924790594,2.384701974930198,2.230596050139604
3406,1,35,1,2,1,67925,0.584248594925683,6,0,6.335425359830133,2,5,3,2,2,3,3.9165359150106167,2.0,2.0
3407,1,28,5,3,3,20744,6.294498210444033,10,3,9.412081842036693,0,6,2,6,2,1,3.6472491052220164,2.8824163684073385,1.1175836315926613
3408,1,37,19,2,1,28393,0.7855858582338593,10,0,5.607207070883071,3,4,0,2,2,3,1.1963964645584648,3.8036035354415354,2.0
3409,1,28,19,2,2,52289,1.0,10,0,5.4531390378102556,3,5,1,4,1,3,3.0,2.505206773576638,1.0
3410,1,24,7,2,1,20075,1.0,8,0,1.2301136931858068,2,1,0,0,1,2,3.934253230518341,2.03287338474083,1.0657467694816591
3411,1,37,4,3,2,159836,2.164478041449801,13,0,3.328956082899601,2,0,0,0,3,1,2.4177609792750996,4.0,1.8355219585501994
3412,1,25,1,1,1,109320,1.0794484048175113,3,1,1.1588968096350225,2,1,0,0,2,3,1.0317793619270044,1.0317793619270044,1.015889680963502
3413,1,27,10,1,4,102310,1.0,8,1,1.0,2,1,0,0,1,1,2.664160002392746,2.332080001196373,1.6641600023927459
3414,1,36,1,3,2,54834,3.1919723604763512,8,0,15.077370186031532,2,12,9,9,1,2,3.6346712732539412,3.3653287267460588,2.0
3415,1,32,30,3,1,87924,5.834045104704215,10,2,9.33618041881686,3,0,0,0,1,2,2.0,2.33190979059157,2.66809020940843
3416,1,32,9,1,1,27412,1.0,12,1,1.0,4,1,0,0,1,1,2.0,2.881927758304644,1.881927758304644
3417,1,42,7,2,2,167130,4.435061872476309,8,0,11.14502062415877,2,7,2,3,3,2,2.572510312079385,2.572510312079385,2.0
3418,1,36,11,2,3,143050,0.16223340578247936,12,2,3.297867246259835,2,2,0,1,2,2,1.3244668115649587,2.6755331884350415,3.6755331884350415
3419,1,25,16,2,2,75101,0.01260751997575904,15,2,6.949569920096964,2,5,0,3,1,3,1.025215039951518,1.987392480024241,1.0
3420,1,25,7,2,1,53831,3.6414658981697046,9,1,1.8804886327232349,2,1,0,0,2,2,1.4402443163616174,4.0,1.8804886327232349
3421,1,30,7,3,2,30281,4.780803023018589,15,0,2.417801133631971,3,1,0,0,2,2,2.5273996221226764,2.054799244245353,2.5273996221226764
3422,1,35,7,4,3,54791,1.5612927552616829,8,0,16.596768111845794,3,15,12,12,1,2,3.719353622369159,2.438707244738317,1.7193536223691586
3423,1,29,2,4,3,106607,1.6584516818931867,8,1,2.7558711517151657,2,1,0,0,1,2,1.2194838939643957,1.0,2.0
3424,1,44,4,3,2,27430,4.6823736614278815,24,1,12.967714399640617,1,7,0,6,2,2,3.8411868307139407,2.0,1.9205934153569704
3425,1,36,23,2,1,139333,0.7314964903403623,6,1,7.851971922722899,4,7,0,5,2,2,2.7314964903403625,4.0,2.7314964903403625
3426,1,51,22,3,1,34263,5.250352223609671,7,1,13.125880559024178,4,1,1,1,2,2,1.3748238881951644,3.4377641677072535,3.8125880559024177
3427,1,30,12,3,1,22070,6.0,6,0,6.0,4,4,1,2,3,2,4.0,2.0,2.858177053157164
3428,1,31,5,3,2,66386,5.733444597031593,18,0,7.638127027723312,4,4,1,3,2,2,1.8190635138616562,3.0,1.1809364861383438
3429,1,27,1,3,2,24189,1.0,12,0,1.0,2,1,0,0,3,2,3.540793754985544,1.5407937549855444,2.0
3430,1,50,20,3,1,173280,4.0,11,2,20.0,1,3,2,0,2,2,2.0,2.0,1.579514402753377
3431,1,37,9,2,2,166611,2.8861006791024906,11,0,10.628700226367497,2,8,4,5,3,2,1.6287002263674968,3.0,2.0
3432,1,43,12,2,2,33045,8.471167898932814,15,0,6.471167898932815,2,4,2,2,3,2,2.0576642021343705,2.0,1.0
3433,1,38,21,3,2,102129,1.0,9,1,19.076011749630375,2,18,12,6,1,1,2.0,2.8216368977104715,1.8216368977104715
3434,1,35,8,4,3,61180,0.0,12,1,9.0,3,8,4,7,2,2,1.9185303943464278,2.081469605653572,1.459265197173214
3435,1,35,11,3,2,173990,6.0,7,0,7.0,3,2,2,2,1,2,1.7155965306508836,2.357798265325442,1.0
3436,1,34,16,3,1,22889,0.0,8,0,13.598388396744902,1,12,6,8,1,2,1.0,2.0,3.5057875527497
3437,1,39,4,4,1,36661,3.0,8,1,17.454243271934963,2,1,0,0,1,1,1.1717507475627817,4.0,1.0
3438,1,29,2,3,1,49780,0.0,8,0,7.0,3,6,1,5,2,1,1.6647919526291273,1.6704160947417455,2.0
3439,1,41,12,1,1,59841,2.347523186271488,7,2,12.301470269579132,1,5,1,0,1,2,3.4787152205927687,1.3475231862714876,1.0
3440,1,29,6,3,2,109340,6.0,11,2,11.0,2,9,0,7,1,2,2.4240280406615615,3.0,1.7120140203307808
3441,1,24,7,2,2,20070,1.0,7,0,1.0,2,1,0,0,1,3,3.651956425416164,2.0,1.174021787291918
3442,1,40,5,3,1,22858,0.0,8,0,20.289162865099932,2,19,11,12,2,3,1.2012749570470667,1.8993625214764667,3.6980875644294002
3443,1,33,28,5,1,86390,5.0,13,2,6.0,3,3,0,2,1,2,2.0,3.7601258872440555,1.2398741127559447
3444,1,18,1,4,1,23350,1.0,9,2,0.0,3,0,0,0,1,2,1.0,2.141971989760994,1.141971989760994
3445,1,25,19,3,1,20180,1.0,14,0,5.564410118924833,2,5,0,4,1,1,2.6958828231643333,3.0,2.3041171768356667
3446,1,32,27,3,1,26556,2.1985960843783494,9,0,5.946841189851286,3,3,0,0,3,2,2.351052936716238,3.4503509789054125,2.099298042189175
3447,1,28,25,2,1,188286,2.7488263369633064,10,1,6.753520989110081,3,2,1,2,3,3,3.4976526739266127,2.0,2.7488263369633064
3448,1,33,19,3,1,36141,2.3022951697633482,10,2,6.860328263935067,1,2,0,1,3,2,2.348852415118326,3.0,1.0
3449,1,34,9,3,2,30663,3.4837142699137247,13,0,10.934857079654899,3,9,6,4,1,2,2.379071432521569,2.379071432521569,2.379071432521569
3450,1,33,22,3,4,53434,1.0,10,1,3.295250106780691,1,3,0,2,3,2,2.6476250533903456,1.3523749466096544,1.0
3451,1,47,11,2,1,63430,2.3171048938304803,2,1,17.57302797776284,2,8,6,6,2,3,2.0,3.0,1.0
3452,1,46,5,4,2,27430,5.0,21,1,14.0,1,8,0,7,2,2,2.586138497805506,2.4712871673981645,1.5287128326018355
3453,1,50,20,3,1,173280,4.0,8,2,20.0,1,3,2,0,2,2,2.9791049380151544,3.958209876030309,1.041790123969691
3454,1,18,4,3,1,34665,1.0,11,1,0.7317157234085263,3,0,0,0,1,2,1.6341421382957368,2.0,1.0
3455,1,30,3,3,2,41529,6.116146809048481,11,0,8.863617325919476,0,4,0,3,1,2,1.8737352584354974,3.8737352584354974,3.0
3456,1,25,12,1,2,82370,1.0,8,0,6.0,6,6,0,3,2,1,1.676177562075434,1.647644875849132,2.352355124150868
3457,1,31,12,1,1,41890,0.0,15,1,6.0,3,5,1,4,3,2,1.650208030863398,1.9753120462950968,1.650208030863398
3458,1,27,10,2,2,19746,1.0,13,0,3.8230552298251235,2,3,2,2,1,1,4.0,2.6863271966860975,1.0
3459,1,44,20,1,1,59809,3.721435407350377,6,0,26.607177036751885,2,7,3,2,1,1,1.0696411481624057,2.9303588518375943,1.1392822963248115
3460,1,27,32,3,2,22930,0.0,14,0,5.0,0,4,0,2,2,1,2.650237125648081,2.8251185628240405,1.3497628743519188
3461,1,40,19,4,1,36330,3.0,9,2,10.0,0,4,0,3,3,1,2.0,3.144262741094214,1.0
3462,1,35,4,2,1,96274,1.0,12,0,9.772820442976485,2,9,1,2,1,2,2.772820442976485,1.2271795570235149,2.5456408859529702
3463,1,35,10,1,1,62853,0.16295887475705995,13,1,15.02224675145764,2,14,8,9,2,2,3.0,2.83704112524294,1.0
3464,1,39,21,1,1,28287,0.27927608845441043,9,0,6.558552176908821,3,5,1,4,2,3,1.2792760884544103,3.7207239115455897,2.0
3465,1,26,2,1,3,65780,0.0,11,2,6.0,3,5,1,4,2,2,1.0,3.0,2.0
3466,1,31,11,4,2,168850,2.0,10,2,10.0,2,1,0,0,3,2,3.0,1.611698852980338,2.6941505735098312
3467,1,29,19,3,1,189709,1.4620357405648412,8,0,4.974690493709894,3,2,1,2,2,2,4.0,3.025309506290106,1.9746904937098941
3468,1,32,5,2,2,59370,4.778757293213075,7,0,6.221242706786925,1,3,0,1,3,2,2.0,1.6106213533934626,1.3053106766967313
3469,1,43,19,3,1,21147,8.787355623628905,8,0,20.597689978062462,2,17,2,5,1,1,1.4252887527421922,1.4252887527421922,1.4252887527421922
3470,1,32,11,1,1,27410,1.0,8,1,1.0,5,1,0,1,1,1,1.0331893545624262,3.966810645437574,2.0
3471,1,35,14,3,1,54762,4.215785604962895,4,1,12.088160796277828,2,9,4,5,1,2,2.303946401240724,1.9118392037221714,2.696053598759276
3472,1,28,17,1,1,135159,6.6126511621251325,13,1,8.387348837874868,3,3,1,3,2,2,1.6531627905312831,2.346837209468717,3.346837209468717
3473,1,28,22,3,3,52368,1.0,12,0,9.444743366036343,3,9,1,8,2,2,3.0,2.061695181551517,1.0
3474,1,46,2,3,2,159655,2.742408964526104,12,0,5.386386553210844,3,1,0,0,3,2,2.0,3.742408964526104,1.257591035473896
3475,1,32,6,3,1,34770,1.0,9,0,14.0,2,14,9,8,2,2,1.0,2.766064776535303,2.532129553070605
3476,1,43,2,2,1,96903,1.0,15,0,9.2115526567467,0,9,3,5,2,2,2.5768946865065976,2.0,3.0
3477,1,31,13,2,1,49519,0.6649849034759953,8,0,8.659939613903981,2,8,3,5,2,2,1.6649849034759954,2.6700301930480093,2.3299698069519907
3478,1,33,11,4,1,171763,4.739713142433997,13,1,9.644016005924042,1,3,0,2,1,2,3.479426284867994,1.260286857566003,3.0
3479,1,33,4,1,1,135014,4.371219877176681,13,1,10.628780122823319,2,6,0,6,2,2,1.0928049692941701,2.9071950307058296,3.72158509211749
3480,1,25,9,3,1,61793,1.0,4,0,1.0,2,1,0,0,2,2,1.0,3.670732311905834,1.3292676880941658
3481,1,30,7,3,2,30301,4.51647495215648,15,0,2.3186781070586804,3,1,0,0,2,2,2.56044063098044,2.12088126196088,2.56044063098044
3482,1,35,18,4,1,54731,2.778021061573038,6,0,13.554947346067406,3,11,6,7,2,1,3.0,1.0,1.0
3483,1,30,19,2,1,36031,1.8941110876128509,11,2,5.023499894257829,1,2,0,1,3,2,2.5529444561935746,3.0,1.0
3484,1,27,32,3,2,22930,0.0,12,0,5.0,0,4,0,2,3,2,3.0,1.9207165424038526,1.0
3485,1,22,1,4,1,23359,1.27087278095466,10,1,2.708727809546602,2,0,0,0,1,1,1.86456360952267,1.27087278095466,2.0
3486,1,40,11,3,2,45052,6.639944660563366,6,1,10.626814238497692,2,2,0,1,2,2,1.5466482201877885,3.5466482201877882,2.0
3487,1,26,11,3,3,176939,2.902002744852048,6,0,4.521602195881639,4,2,1,2,1,3,4.0,2.0,1.7608010979408193
3488,1,33,2,1,1,134996,4.092798685957362,19,1,10.907201314042638,2,6,0,6,3,3,1.0231996714893405,2.9768003285106595,1.0463993429786813
3489,1,32,1,2,2,27427,1.664323559957894,9,0,1.664323559957894,2,1,0,0,1,2,2.110720593326316,3.0,1.2214411866526313
3490,1,31,18,2,2,49600,1.0,8,0,10.0,3,10,6,7,2,2,2.0,1.5774515716880555,2.154903143376111
3491,1,29,11,4,2,29991,8.831901299314378,18,0,4.546320777228269,3,2,2,2,1,2,1.0420246751714053,1.0420246751714053,2.9579753248285945
3492,1,29,9,2,2,68213,0.7399041207669304,7,0,3.080767033864557,2,2,1,1,2,2,1.780287637699209,3.0,1.2600958792330696
3493,1,42,3,2,1,103402,2.836153104398301,13,1,17.934995178588956,1,1,0,0,1,1,1.245770343402548,1.1638468956016987,1.0819234478008495
3494,1,32,7,3,2,158444,1.5600746591009789,10,1,7.1598880113485315,4,5,5,2,3,2,2.0,2.560074659100979,2.439925340899021
3495,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,2,2,2.0,2.141658323200879,2.0
3496,1,29,4,5,1,27230,6.0,6,1,3.0,2,0,0,0,1,3,2.4155635390762047,2.2922182304618977,1.7077817695381023
3497,1,38,2,3,2,47791,3.2676895150682546,12,1,14.196931454795237,2,4,1,0,1,2,1.0892298383560848,2.9107701616439154,1.9107701616439152
3498,1,26,4,2,1,63846,1.246038096403216,9,1,5.42868573525789,3,2,1,1,2,2,1.4920761928064321,1.0,1.753961903596784
3499,1,50,20,3,1,173280,4.0,10,2,20.0,1,3,2,0,2,2,2.0,2.0,1.3901864463171227
3500,1,29,4,5,1,27230,6.0,8,1,3.0,2,0,0,0,1,3,2.963986888799091,2.0180065556004543,1.9819934443995455
3501,1,58,2,2,1,43850,1.0,7,1,40.0,2,40,15,6,1,1,3.0,4.0,2.037189642925974
3502,1,35,6,2,1,40187,5.1800129762109695,9,0,13.446722896914203,2,1,0,0,2,1,1.81998702378903,1.5466580158593535,2.273329007929677
3503,1,32,9,3,1,71259,3.7809956184554667,12,0,8.609502190772266,2,6,0,5,3,3,3.304751095386133,2.0,1.3047510953861332
3504,1,37,12,3,1,173868,5.658789329717694,8,0,9.21786935683499,2,2,2,1,1,2,1.1706053351411532,2.0,1.0
3505,1,31,11,1,1,189470,2.0,8,2,9.0,2,3,1,2,3,3,1.71847880158507,1.71847880158507,1.71847880158507
3506,1,23,2,3,4,45590,1.0,14,1,1.0,2,0,0,0,1,1,2.127246160433872,1.0,1.127246160433872
3507,1,55,2,2,1,43845,1.112580390411937,11,1,36.735168678053824,1,35,13,5,2,3,2.887419609588063,3.0,2.112580390411937
3508,1,20,4,3,1,76469,1.2963140225392042,8,1,1.888942067617613,2,0,0,0,1,1,4.0,2.0,2.703685977460796
3509,1,29,4,5,1,27230,6.0,8,1,3.0,2,0,0,0,1,3,1.9186030467101793,2.54069847664491,1.4593015233550897
3510,1,38,1,3,1,36746,2.806931059609118,7,1,18.131189768241033,2,1,0,0,1,1,1.2896034105863223,4.0,1.096534470195441
3511,1,32,10,3,1,71312,4.032424686964644,16,0,6.7905308587058055,2,4,0,3,3,1,3.758106171741161,3.516212343482322,3.0
3512,1,57,1,3,2,10104,7.024808072554629,12,1,30.652686984235185,2,9,4,8,1,2,1.0124040362773148,2.9751919274453704,1.0372121088319444
3513,1,48,12,2,1,63470,2.0,3,1,19.0,3,9,7,7,2,1,2.0,1.9375359309290117,2.0624640690709883
3514,1,31,12,1,1,41890,0.0,14,1,6.0,3,5,1,4,3,2,1.6025305215200008,1.0,1.0
3515,1,30,21,3,1,28799,2.1967149685955176,8,1,10.0,3,8,7,7,3,3,3.0,2.401642515702241,1.5983574842977588
3516,1,45,3,2,2,25769,6.6220975383310625,11,1,10.0,1,8,6,7,1,1,2.4055243845827654,1.7027621922913827,2.0
3517,1,29,7,3,1,22440,1.0,9,3,11.0,5,11,3,10,1,2,2.400161776986031,2.7000808884930154,1.2999191115069846
3518,1,31,2,3,1,40002,4.513613602536793,10,0,9.568068012683966,4,3,0,0,1,3,4.0,2.2568068012683966,2.4863863974632068
3519,1,22,9,2,1,37805,4.807428656086586,8,1,4.048142835978354,2,2,1,1,2,2,2.903714328043293,2.0481428359783536,2.0
3520,1,28,2,3,1,24123,1.0,8,0,1.8739450432721156,2,1,0,0,2,2,1.0,3.0,2.9028949951919873
3521,1,32,6,3,1,96020,1.0,8,1,10.0,3,10,1,1,1,3,1.295472251217637,1.8522638743911815,3.0
3522,1,40,19,3,1,62773,0.6678046832264065,15,1,11.99317190064156,2,11,3,6,1,2,1.664390633547187,3.6678046832264064,2.335609366452813
