,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
2954,0,37,1,52070,4.0,17,16.0,3,5,0,2,3,4,4.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.008342998196906572,-0.9766986801038673,-0.27535773377310424,0.5234888158566704,0.6298415902595776,0.607207581703424,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2955,0,39,18,129650,0.0,19,20.0,2,19,11,8,3,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.22734670086570485,1.4090402762165721,1.3730516463744231,-1.0808660195484174,1.1095654957940746,1.121783341983936,-0.6201892226844657,1.9580296129608246,2.7355886789461965,1.086895217551534,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
2956,0,28,2,28580,1.0,12,7.0,2,7,0,7,3,3,1.0,4.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-0.9771736638126857,-0.836361094437959,-0.7744700866948033,-0.6797773106971454,-0.5694681735766648,-0.5505878789277279,-0.6201892226844657,-0.0013328996684553085,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-1.836759223476629,0.960985988256784,-0.017727612261845094
2957,0,39,14,104750,3.0,11,8.0,3,5,1,4,3,2,4.0,3.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.22734670086570485,0.8476899335529394,0.843979803558318,0.12240010700539844,-0.8093301263439133,-0.42194393885759984,0.1557070814399298,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-1.113343986979815
2958,0,35,12,65490,1.0,12,9.0,3,9,1,8,4,4,2.0,4.0,2.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.2106607044718917,0.567014762221123,0.009788616853085692,-0.6797773106971454,-0.5694681735766648,-0.29329999878747187,0.1557070814399298,0.32522751910309133,-0.3687152874355457,1.086895217551534,1.6245446154992582,1.1303481397691186,-0.8934248131996299,0.960985988256784,-1.113343986979815
2959,0,29,2,55930,1.0,18,1.0,3,1,0,0,3,4,2.0,3.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.8676718124782865,-0.836361094437959,-0.1933409742040213,-0.6797773106971454,0.8697035430268261,-1.3224515193484958,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-0.0947518717150079,-0.017727612261845094
2960,0,33,7,193920,6.0,12,12.0,3,10,8,8,3,4,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.42966440714069,-0.134673166108418,2.738651941064828,1.3256662335592142,-0.5694681735766648,0.0926318214229121,0.1557070814399298,0.48850772848886465,1.8042974890316739,1.086895217551534,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
2961,0,35,2,101240,0.0,14,16.0,2,15,2,8,3,3,3.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.2106607044718917,-0.836361094437959,0.7693997967999032,-1.0808660195484174,-0.08974426804216784,0.607207581703424,-0.6201892226844657,1.3049087754177313,-0.058284890797371494,1.086895217551534,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,-0.017727612261845094
2962,0,29,13,65130,1.0,11,10.0,2,10,0,9,3,3,1.0,3.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.8676718124782865,0.7073523478870313,0.002139385390684174,-0.6797773106971454,-0.8093301263439133,-0.16465605871734387,-0.6201892226844657,0.48850772848886465,-0.6791456840737199,1.367248958523767,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
2963,1,31,4,71040,1.0,7,3.0,3,3,2,2,2,2,3.0,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.6486681098094882,-0.5556859231061426,0.12771426856510912,-0.6797773106971454,-1.7687779374129073,-1.0651636392082398,0.1557070814399298,-0.6544537372115486,-0.058284890797371494,-0.5952272282818631,-1.5280370145785098,-1.1930428163631641,0.049909597077369375,-1.1504897316868,-2.208960361697785
2964,0,21,1,28630,1.0,14,3.0,2,3,2,2,3,2,2.0,4.0,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1.7436866231534796,-0.9766986801038673,-0.7734076934361365,-0.6797773106971454,-0.08974426804216784,-1.0651636392082398,-0.6201892226844657,-0.6544537372115486,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,1.0778887624561249
2965,0,27,6,164220,1.0,20,6.0,3,6,0,3,4,4,2.0,1.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,-1.0866755151470848,-0.2750107517743262,2.1075903454167024,-0.6797773106971454,1.3494274485613231,-0.6792318189978559,0.1557070814399298,-0.16461310905422863,-0.6791456840737199,-0.3148734873096303,1.6245446154992582,1.1303481397691186,-0.8934248131996299,-2.206227591658592,-0.017727612261845094
2966,0,24,2,45080,0.0,11,3.0,5,2,2,1,3,4,4.0,2.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1.4151810691502822,-0.836361094437959,-0.42388031133473375,-1.0808660195484174,-0.8093301263439133,-1.0651636392082398,1.707499689688721,-0.8177339465973219,-0.058284890797371494,-0.875580969254096,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,1.0778887624561249
2967,0,36,2,40250,1.0,11,10.0,3,10,9,7,3,3,1.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.10115885313749257,-0.836361094437959,-0.5265075001219541,-0.6797773106971454,-0.8093301263439133,-0.16465605871734387,0.1557070814399298,0.48850772848886465,2.114727885669848,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,1.0778887624561249
2968,0,32,2,57470,1.0,13,8.0,0,8,0,7,3,3,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.5391662584750891,-0.836361094437959,-0.16061926183708147,-0.6797773106971454,-0.3296062208094163,-0.42194393885759984,-2.171981830933257,0.16194730971731802,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
2969,0,32,1,88580,6.0,16,10.0,2,5,1,3,3,2,1.0,2.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.5391662584750891,-0.9766986801038673,0.5004018237054497,1.3256662335592142,0.3899796374923291,-0.16465605871734387,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.3148734873096303,0.04825380046037423,-1.1930428163631641,-1.836759223476629,-1.1504897316868,1.0778887624561249
2970,0,48,5,108540,2.0,14,14.0,6,9,6,7,3,1,3.0,1.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.2128633628752972,-0.4153483374402344,0.9245092125652673,-0.2786886018458735,-0.08974426804216784,0.3499197015631681,2.4833959938131165,0.32522751910309133,1.1834366957553253,0.8065414765793013,0.04825380046037423,-2.3547382944293056,0.049909597077369375,-2.206227591658592,-0.017727612261845094
2971,0,34,20,22590,1.0,14,8.0,2,8,7,7,3,4,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.3201625558062908,1.6897154475483886,-0.9017447990830952,-0.6797773106971454,-0.08974426804216784,-0.42194393885759984,-0.6201892226844657,0.16194730971731802,1.4938670923934996,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
2972,0,39,15,20620,1.0,13,21.0,4,21,13,3,3,4,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.22734670086570485,0.9880275192188477,-0.9436030934745703,-0.6797773106971454,-0.3296062208094163,1.250427282054064,0.9316033855643254,2.284590031732371,3.3564494722225446,-0.3148734873096303,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,1.0778887624561249
2973,0,29,14,31430,2.0,22,10.0,2,0,0,0,4,3,3.0,1.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.8676718124782865,0.8476899335529394,-0.7139136709507913,-0.2786886018458735,1.82915135409582,-0.16465605871734387,-0.6201892226844657,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,1.6245446154992582,-0.03134733829702275,0.049909597077369375,-2.206227591658592,-2.208960361697785
2974,0,36,18,21320,4.0,20,9.0,1,3,0,2,4,3,1.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.10115885313749257,1.4090402762165721,-0.928729587853234,0.5234888158566704,1.3494274485613231,-0.29329999878747187,-1.3960855268088614,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,1.6245446154992582,-0.03134733829702275,-1.836759223476629,0.960985988256784,-0.017727612261845094
2975,0,27,8,132450,1.0,23,9.0,3,9,0,7,4,3,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-1.0866755151470848,0.005664419557490206,1.4325456688597684,-0.6797773106971454,2.0690133068630687,-0.29329999878747187,0.1557070814399298,0.32522751910309133,-0.6791456840737199,0.8065414765793013,1.6245446154992582,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2976,0,39,3,134020,7.0,11,18.0,1,7,1,7,3,4,4.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.22734670086570485,-0.6960235087720509,1.4659048171819082,1.7267549424104864,-0.8093301263439133,0.8644954618436801,-1.3960855268088614,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,-0.017727612261845094
2977,0,29,6,40370,0.0,14,4.0,2,3,0,2,3,4,3.0,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.8676718124782865,-0.2750107517743262,-0.5239577563011536,-1.0808660195484174,-0.08974426804216784,-0.9365196991381118,-0.6201892226844657,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.049909597077369375,-1.1504897316868,-2.208960361697785
2978,0,23,16,53990,1.0,23,4.0,2,4,0,2,4,2,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5246829204846812,1.1283651048847558,-0.23456183264029615,-0.6797773106971454,2.0690133068630687,-0.9365196991381118,-0.6201892226844657,-0.4911735278257753,-0.6791456840737199,-0.5952272282818631,1.6245446154992582,-1.1930428163631641,0.049909597077369375,-0.0947518717150079,1.0778887624561249
2979,0,42,2,45390,4.0,17,8.0,5,0,0,0,3,4,3.0,4.0,4.0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0.5558522548689022,-0.836361094437959,-0.4172934731309991,0.5234888158566704,0.6298415902595776,-0.42194393885759984,1.707499689688721,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.049909597077369375,0.960985988256784,1.0778887624561249
2980,0,23,6,191870,1.0,21,5.0,2,5,1,4,3,2,4.0,4.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-1.5246829204846812,-0.2750107517743262,2.695093817459486,-0.6797773106971454,1.5892894013285717,-0.8078757590679838,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,-1.113343986979815
2981,0,29,4,105020,3.0,13,11.0,4,3,1,2,3,2,4.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.8676718124782865,-0.5556859231061426,0.8497167271551191,0.12240010700539844,-0.3296062208094163,-0.036012118647215895,0.9316033855643254,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,-1.113343986979815
2982,0,35,5,31020,1.0,13,6.0,3,5,1,4,3,3,1.0,4.0,2.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.2106607044718917,-0.4153483374402344,-0.7226252956718597,-0.6797773106971454,-0.3296062208094163,-0.6792318189978559,0.1557070814399298,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-0.03134733829702275,-1.836759223476629,0.960985988256784,-1.113343986979815
2983,0,44,1,15630,5.0,15,9.0,3,4,1,3,3,3,2.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.7748559575377005,-0.9766986801038673,-1.0496299406895246,0.9245775247079423,0.15011768472508064,-0.29329999878747187,0.1557070814399298,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,-0.017727612261845094
2984,1,26,2,59930,0.0,8,8.0,3,7,1,0,3,1,1.0,3.0,3.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1.1961773664814839,-0.836361094437959,-0.1083495135106711,-1.0808660195484174,-1.5289159846456588,-0.42194393885759984,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,-2.3547382944293056,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
2985,0,34,7,27410,0.0,15,2.0,3,1,0,0,3,3,2.0,2.0,3.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.3201625558062908,-0.134673166108418,-0.7993300889476083,-1.0808660195484174,0.15011768472508064,-1.1938075792783678,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
2986,0,51,6,24500,0.0,12,11.0,2,10,1,0,3,4,4.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1.5413689168784945,-0.2750107517743262,-0.8611613766020205,-1.0808660195484174,-0.5694681735766648,-0.036012118647215895,-0.6201892226844657,0.48850772848886465,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2987,0,31,6,52580,0.0,14,3.0,5,2,2,2,3,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.6486681098094882,-0.2750107517743262,-0.2645213225347021,-1.0808660195484174,-0.08974426804216784,-1.0651636392082398,1.707499689688721,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2988,0,37,1,62610,1.0,12,10.0,1,10,0,9,3,3,1.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0.008342998196906572,-0.9766986801038673,-0.051405234846126455,-0.6797773106971454,-0.5694681735766648,-0.16465605871734387,-1.3960855268088614,0.48850772848886465,-0.6791456840737199,1.367248958523767,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,1.0778887624561249
2989,0,32,2,77560,0.0,11,9.0,3,8,0,7,4,3,4.0,3.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.5391662584750891,-0.836361094437959,0.26625034949526993,-1.0808660195484174,-0.8093301263439133,-0.29329999878747187,0.1557070814399298,0.16194730971731802,-0.6791456840737199,0.8065414765793013,1.6245446154992582,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,1.0778887624561249
2990,0,43,20,61320,6.0,13,22.0,3,4,1,0,3,4,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.6653541062033014,1.6897154475483886,-0.0788149809197319,1.3256662335592142,-0.3296062208094163,1.379071222124192,0.1557070814399298,-0.4911735278257753,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
2991,0,27,6,21070,0.0,13,6.0,2,5,0,2,3,3,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1.0866755151470848,-0.2750107517743262,-0.9340415541465684,-1.0808660195484174,-0.3296062208094163,-0.6792318189978559,-0.6201892226844657,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
2992,0,42,6,34450,1.0,11,22.0,2,22,11,15,3,2,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.5558522548689022,-0.2750107517743262,-0.649745118127312,-0.6797773106971454,-0.8093301263439133,1.379071222124192,-0.6201892226844657,2.4478702411181446,2.7355886789461965,3.0493714043571645,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2993,0,37,3,160320,1.0,13,7.0,2,7,0,7,3,4,4.0,2.0,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.008342998196906572,-0.6960235087720509,2.024723671240686,-0.6797773106971454,-0.3296062208094163,-0.5505878789277279,-0.6201892226844657,-0.0013328996684553085,-0.6791456840737199,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,-0.017727612261845094
2994,0,30,6,21430,1.0,17,1.0,2,1,0,0,3,4,3.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.7581699611438873,-0.2750107517743262,-0.9263923226841668,-0.6797773106971454,0.6298415902595776,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.049909597077369375,0.960985988256784,1.0778887624561249
2995,0,43,2,24080,1.0,12,25.0,3,25,4,12,3,3,2.0,4.0,2.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.6653541062033014,-0.836361094437959,-0.8700854799748223,-0.6797773106971454,-0.5694681735766648,1.765003042334576,0.1557070814399298,2.9377108692754645,0.5625759024789769,2.2083101814404658,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-1.113343986979815
2996,0,42,4,53900,1.0,14,10.0,3,10,5,8,3,4,1.0,3.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.5558522548689022,-0.5556859231061426,-0.23647414050589655,-0.6797773106971454,-0.08974426804216784,-0.16465605871734387,0.1557070814399298,0.48850772848886465,0.8730062991171511,1.086895217551534,0.04825380046037423,1.1303481397691186,-1.836759223476629,-0.0947518717150079,1.0778887624561249
2997,0,39,6,196580,4.0,13,17.0,3,15,5,9,3,3,4.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.22734670086570485,-0.2750107517743262,2.7951712624259057,0.5234888158566704,-0.3296062208094163,0.7358515217735521,0.1557070814399298,1.3049087754177313,0.8730062991171511,1.367248958523767,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
2998,0,60,13,23390,4.0,20,22.0,4,18,13,11,4,3,2.0,1.0,4.0,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.526885578888087,0.7073523478870313,-0.8847465069444252,0.5234888158566704,1.3494274485613231,1.379071222124192,0.9316033855643254,1.794749403575051,3.3564494722225446,1.9279564404682328,1.6245446154992582,-0.03134733829702275,-0.8934248131996299,-2.206227591658592,1.0778887624561249
2999,0,38,4,154270,3.0,16,18.0,2,1,0,0,3,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.11784484953130571,-0.5556859231061426,1.8961740869419936,0.12240010700539844,0.3899796374923291,0.8644954618436801,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
3000,0,49,2,47280,3.0,11,8.0,4,5,0,4,3,4,4.0,3.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3223652142096962,-0.836361094437959,-0.3771350079533911,0.12240010700539844,-0.8093301263439133,-0.42194393885759984,0.9316033855643254,-0.32789331844000197,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,1.0778887624561249
3001,0,29,2,39780,1.0,11,7.0,0,7,1,7,3,3,1.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.8676718124782865,-0.836361094437959,-0.5364939967534228,-0.6797773106971454,-0.8093301263439133,-0.5505878789277279,-2.171981830933257,-0.0013328996684553085,-0.3687152874355457,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-1.836759223476629,0.960985988256784,1.0778887624561249
3002,0,20,1,47770,1.0,18,2.0,3,2,0,2,3,3,4.0,2.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.8531884744878788,-0.9766986801038673,-0.36672355401845574,-0.6797773106971454,0.8697035430268261,-1.1938075792783678,0.1557070814399298,-0.8177339465973219,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
3003,0,32,7,35000,0.0,12,8.0,2,7,3,6,3,3,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.5391662584750891,-0.134673166108418,-0.6380587922819763,-1.0808660195484174,-0.5694681735766648,-0.42194393885759984,-0.6201892226844657,-0.0013328996684553085,0.2521455058408027,0.5261877356070683,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,-0.017727612261845094
